Track,"Car","Race #","Driver","Team","Lap","Position","Fuel","Pen","Lap Time","Sector 1","Sector 2","Sector 3","Gap","TimingFlags","Delta RR","Delta QR","Delta RS","Delta QS","Condition","Tyres","Pos (Start Lap)","Fuel (Start Lap)","Position Δ","Wind Speed","Wind Direction","Brake Bias","Track Grip","Rain Intensity","Tyre","Tyre Set","Suspension Damage FL","Suspension Damage FR","Suspension Damage RL","Suspension Damage RR","Lap 0 Timestamp","Real Timestamp","Real Duration","° Air","° Road","° FL","° FR","° RL","° RR","Accel From","Accel to","Accidents","Adjusted timestamp","Brake ° FL","Brake ° FR","Brake ° RL","Brake ° RR","Brake Compound F","Brake Compound R","Brand","Category","Cup","Damage Front","Damage Left","Damage Rear","DamageRight","Driver ID","ECU Mode","ELO","First Name","Flags","Lap Completed Timestamp","Lap Type","Last Name","Licence","Max Speed","Nation Flag","Nationality","p FL","p FR","p RL","p RR","Peak Accel","Peak Accel Dist","Peak Accel Time","Penalty","Penalty Code","PenaltyTime","Player ID","Player Unclear","Position (Broadcast)","Repair Time","Session ID","Short Name","SR","Timestamp"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","37","32","0,0L","","2:31,655","0:44,932","","0:40,412","+15,709","0","+11,503","+12,892","+2,278","-0,771","","","33","0","+1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","94:39,868","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","38","32","0,0L","","2:32,000","0:45,502","","0:40,280","+17,920","0","+11,848","+13,237","+2,623","-0,426","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","97:11,626","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","39","32","0,0L","","2:32,385","0:45,012","","0:40,395","+20,081","0","+12,233","+13,622","+3,008","-0,041","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","99:44,091","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","1","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","40","32","0,0L","","2:32,997","0:45,320","","0:40,282","+20,755","0","+12,845","+14,234","+3,620","+0,571","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","1","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","41","32","0,0L","","2:31,722","0:45,322","","0:40,062","+20,939","0","+11,570","+12,959","+2,345","-0,704","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","42","32","0,0L","","2:33,137","0:45,310","","0:41,407","+23,102","0","+12,985","+14,374","+3,760","+0,711","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","1","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","43","32","0,0L","","2:31,845","0:44,860","","0:40,157","+21,155","0","+11,693","+13,082","+2,468","-0,581","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","1","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","44","32","0,0L","","2:32,505","0:44,962","","0:40,552","+23,013","0","+12,353","+13,742","+3,128","+0,079","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","1","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","45","31","0,0L","","2:35,020","0:45,127","","0:42,915","+27,103","0","+14,868","+16,257","+5,643","+2,594","","","32","0","+1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","46","31","0,0L","","2:33,125","0:45,987","","0:40,332","+28,314","0","+12,973","+14,362","+3,748","+0,699","","","31","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","1","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","47","34","0,0L","","2:40,807","0:45,197","","0:48,392","+1,217","0","+20,655","+22,044","+11,430","+8,381","","","31","0","-3","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","","Inlap","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","34","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","48","35","0,0L","","3:57,000","","","0:40,242","+79,615","0","+96,848","+98,237","+87,623","+84,574","","","34","0","-1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Outlap","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","35","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","49","34","0,0L","","2:31,652","0:45,072","","0:40,712","+1,435","0","+11,500","+12,889","+2,275","-0,774","","","35","0","+1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","34","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","50","33","0,0L","","2:30,982","0:45,187","","0:40,062","+6,740","0","+10,830","+12,219","+1,605","-1,444","","","34","0","+1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","51","33","0,0L","","2:31,287","0:44,987","","0:40,220","+5,382","0","+11,135","+12,524","+1,910","-1,139","","","33","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","52","33","0,0L","","2:30,650","0:44,607","","0:40,207","+6,433","0","+10,498","+11,887","+1,273","-1,776","","","33","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","53","33","0,0L","","2:32,212","0:44,952","","0:40,252","+7,513","0","+12,060","+13,449","+2,835","-0,214","","","33","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","54","32","0,0L","","2:31,345","0:45,007","","0:39,967","+8,735","0","+11,193","+12,582","+1,968","-1,081","","","33","0","+1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","55","32","0,0L","","2:31,902","0:45,665","","0:39,832","+9,130","0","+11,750","+13,139","+2,525","-0,524","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","56","32","0,0L","","2:31,720","0:44,902","","0:40,457","+10,062","0","+11,568","+12,957","+2,343","-0,706","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","57","32","0,0L","","2:31,175","0:44,940","","0:40,255","+11,173","0","+11,023","+12,412","+1,798","-1,251","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","58","32","0,0L","","2:31,502","0:44,912","","0:40,040","+12,266","0","+11,350","+12,739","+2,125","-0,924","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","59","32","0,0L","","2:31,082","0:44,937","","0:39,800","+13,090","0","+10,930","+12,319","+1,705","-1,344","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","60","32","0,0L","","2:31,702","0:44,842","","0:40,635","+13,690","0","+11,550","+12,939","+2,325","-0,724","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","61","32","0,0L","","2:31,257","0:45,027","","0:39,867","+14,851","0","+11,105","+12,494","+1,880","-1,169","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","62","32","0,0L","","2:30,747","0:44,647","","0:39,895","+15,308","0","+10,595","+11,984","+1,370","-1,679","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","63","32","0,0L","","2:30,522","0:44,765","","0:39,762","+15,924","0","+10,370","+11,759","+1,145","-1,904","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","64","32","0,0L","","2:30,647","0:44,747","","0:39,992","+15,955","0","+10,495","+11,884","+1,270","-1,779","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","65","32","0,0L","","2:30,312","0:44,590","","0:39,837","+15,845","0","+10,160","+11,549","+0,935","-2,114","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","66","32","0,0L","","2:31,152","0:44,617","","0:39,917","+16,456","0","+11,000","+12,389","+1,775","-1,274","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","67","32","0,0L","","2:30,885","0:44,735","","0:39,935","+16,958","0","+10,733","+12,122","+1,508","-1,541","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","68","32","0,0L","","2:31,057","0:44,680","","0:39,865","+17,912","0","+10,905","+12,294","+1,680","-1,369","","","32","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","32","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","69","31","0,0L","","2:32,217","0:46,397","","0:39,865","+19,944","0","+12,065","+13,454","+2,840","-0,209","","","32","0","+1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","0","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","70","31","0,0L","","2:30,237","0:44,552","","0:39,785","+14,784","0","+10,085","+11,474","+0,860","-2,189","","","31","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","1","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ben Crook (CRO)","","71","31","0,0L","","2:31,327","0:44,770","","0:40,245","+14,507","0","+11,175","+12,564","+1,950","-1,099","","","31","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Ben","1","","Regular","Crook","","","","GreatBritain","","","","","0","0","0","0","","0","0","True","30","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","CRO","","0.0"
